,fault_1,fault_2,fault_3,fault_4,fault_5,fault_6,file_name
785,0,0,0,0,0,0,dataset/group20085/20085/20085106_temp.jpg
786,0,0,1,1,1,1,dataset/group20085/20085/20085312_test.jpg
787,0,0,0,0,0,0,dataset/group20085/20085/20085312_temp.jpg
788,1,1,1,1,1,1,dataset/group20085/20085/20085194_test.jpg
789,0,0,0,0,0,0,dataset/group20085/20085/20085194_temp.jpg
790,1,1,1,1,1,1,dataset/group20085/20085/20085153_test.jpg
791,0,0,0,0,0,0,dataset/group20085/20085/20085153_temp.jpg
792,1,1,1,1,1,1,dataset/group20085/20085/20085155_test.jpg
793,0,0,0,0,0,0,dataset/group20085/20085/20085155_temp.jpg
794,1,1,1,1,1,1,dataset/group20085/20085/20085229_test.jpg
795,0,0,0,0,0,0,dataset/group20085/20085/20085229_temp.jpg
796,1,1,1,1,0,1,dataset/group20085/20085/20085134_test.jpg
797,0,0,0,0,0,0,dataset/group20085/20085/20085134_temp.jpg
798,0,0,0,0,1,0,dataset/group20085/20085/20085168_test.jpg
799,0,0,0,0,0,0,dataset/group20085/20085/20085168_temp.jpg
800,1,1,1,1,1,1,dataset/group20085/20085/20085020_test.jpg
801,0,0,0,0,0,0,dataset/group20085/20085/20085020_temp.jpg
802,1,1,1,1,1,1,dataset/group20085/20085/20085102_test.jpg
803,0,0,0,0,0,0,dataset/group20085/20085/20085102_temp.jpg
804,1,1,0,1,1,1,dataset/group20085/20085/20085036_test.jpg
805,0,0,0,0,0,0,dataset/group20085/20085/20085036_temp.jpg
806,1,1,1,1,1,1,dataset/group20085/20085/20085203_test.jpg
807,0,0,0,0,0,0,dataset/group20085/20085/20085203_temp.jpg
808,1,1,1,1,1,1,dataset/group20085/20085/20085254_test.jpg
809,0,0,0,0,0,0,dataset/group20085/20085/20085254_temp.jpg
810,1,1,1,1,1,1,dataset/group20085/20085/20085222_test.jpg
811,0,0,0,0,0,0,dataset/group20085/20085/20085222_temp.jpg
812,1,1,1,1,1,1,dataset/group20085/20085/20085095_test.jpg
813,0,0,0,0,0,0,dataset/group20085/20085/20085095_temp.jpg
814,1,1,1,0,1,1,dataset/group20085/20085/20085181_test.jpg
815,0,0,0,0,0,0,dataset/group20085/20085/20085181_temp.jpg
816,0,1,1,1,1,1,dataset/group20085/20085/20085005_test.jpg
817,0,0,0,0,0,0,dataset/group20085/20085/20085005_temp.jpg
818,0,1,1,1,1,1,dataset/group20085/20085/20085258_test.jpg
819,0,0,0,0,0,0,dataset/group20085/20085/20085258_temp.jpg
820,1,1,1,1,1,1,dataset/group20085/20085/20085045_test.jpg
821,0,0,0,0,0,0,dataset/group20085/20085/20085045_temp.jpg
822,1,1,1,0,1,0,dataset/group20085/20085/20085070_test.jpg
823,0,0,0,0,0,0,dataset/group20085/20085/20085070_temp.jpg
824,1,1,1,1,1,1,dataset/group20085/20085/20085067_test.jpg
825,0,0,0,0,0,0,dataset/group20085/20085/20085067_temp.jpg
826,1,1,1,0,1,1,dataset/group20085/20085/20085119_test.jpg
827,0,0,0,0,0,0,dataset/group20085/20085/20085119_temp.jpg
828,0,0,1,0,0,1,dataset/group20085/20085/20085320_test.jpg
829,0,0,0,0,0,0,dataset/group20085/20085/20085320_temp.jpg
830,1,1,0,1,1,1,dataset/group20085/20085/20085171_test.jpg
831,0,0,0,0,0,0,dataset/group20085/20085/20085171_temp.jpg
832,1,0,1,1,1,1,dataset/group20085/20085/20085096_test.jpg
833,0,0,0,0,0,0,dataset/group20085/20085/20085096_temp.jpg
834,1,1,1,0,0,1,dataset/group20085/20085/20085319_test.jpg
835,0,0,0,0,0,0,dataset/group20085/20085/20085319_temp.jpg
836,1,1,1,0,1,1,dataset/group20085/20085/20085251_test.jpg
837,0,0,0,0,0,0,dataset/group20085/20085/20085251_temp.jpg
838,1,1,1,0,1,1,dataset/group20085/20085/20085053_test.jpg
839,0,0,0,0,0,0,dataset/group20085/20085/20085053_temp.jpg
840,1,1,1,1,1,0,dataset/group20085/20085/20085322_test.jpg
841,0,0,0,0,0,0,dataset/group20085/20085/20085322_temp.jpg
842,0,1,1,0,0,0,dataset/group20085/20085/20085166_test.jpg
843,0,0,0,0,0,0,dataset/group20085/20085/20085166_temp.jpg
844,1,1,0,1,1,1,dataset/group20085/20085/20085078_test.jpg
845,0,0,0,0,0,0,dataset/group20085/20085/20085078_temp.jpg
846,1,1,0,1,1,1,dataset/group20085/20085/20085024_test.jpg
847,0,0,0,0,0,0,dataset/group20085/20085/20085024_temp.jpg
848,1,1,1,1,0,0,dataset/group20085/20085/20085077_test.jpg
849,0,0,0,0,0,0,dataset/group20085/20085/20085077_temp.jpg
850,1,1,1,0,1,1,dataset/group20085/20085/20085317_test.jpg
851,0,0,0,0,0,0,dataset/group20085/20085/20085317_temp.jpg
852,1,1,1,1,1,1,dataset/group20085/20085/20085239_test.jpg
853,0,0,0,0,0,0,dataset/group20085/20085/20085239_temp.jpg
854,1,1,1,0,1,1,dataset/group20085/20085/20085196_test.jpg
855,0,0,0,0,0,0,dataset/group20085/20085/20085196_temp.jpg
856,0,1,1,1,1,1,dataset/group20085/20085/20085275_test.jpg
857,0,0,0,0,0,0,dataset/group20085/20085/20085275_temp.jpg
858,1,1,1,1,1,1,dataset/group20085/20085/20085224_test.jpg
859,0,0,0,0,0,0,dataset/group20085/20085/20085224_temp.jpg
860,1,1,1,1,0,0,dataset/group20085/20085/20085112_test.jpg
861,0,0,0,0,0,0,dataset/group20085/20085/20085112_temp.jpg
862,1,1,1,1,1,1,dataset/group20085/20085/20085022_test.jpg
863,0,0,0,0,0,0,dataset/group20085/20085/20085022_temp.jpg
864,1,1,1,1,1,1,dataset/group20085/20085/20085099_test.jpg
865,0,0,0,0,0,0,dataset/group20085/20085/20085099_temp.jpg
866,1,1,1,1,1,1,dataset/group20085/20085/20085083_test.jpg
867,0,0,0,0,0,0,dataset/group20085/20085/20085083_temp.jpg
868,1,1,1,1,1,1,dataset/group20085/20085/20085151_test.jpg
869,0,0,0,0,0,0,dataset/group20085/20085/20085151_temp.jpg
870,1,1,0,1,1,1,dataset/group20085/20085/20085170_test.jpg
871,0,0,0,0,0,0,dataset/group20085/20085/20085170_temp.jpg
872,1,1,1,1,1,1,dataset/group20085/20085/20085198_test.jpg
873,0,0,0,0,0,0,dataset/group20085/20085/20085198_temp.jpg
874,1,1,1,1,0,1,dataset/group20085/20085/20085323_test.jpg
875,0,0,0,0,0,0,dataset/group20085/20085/20085323_temp.jpg
876,1,1,1,1,1,1,dataset/group20085/20085/20085026_test.jpg
877,0,0,0,0,0,0,dataset/group20085/20085/20085026_temp.jpg
878,0,0,1,1,1,1,dataset/group20085/20085/20085002_test.jpg
879,0,0,0,0,0,0,dataset/group20085/20085/20085002_temp.jpg
880,0,0,1,1,1,1,dataset/group20085/20085/20085000_test.jpg
881,0,0,0,0,0,0,dataset/group20085/20085/20085000_temp.jpg
882,0,1,1,1,1,1,dataset/group20085/20085/20085010_test.jpg
883,0,0,0,0,0,0,dataset/group20085/20085/20085010_temp.jpg
884,0,0,1,1,1,0,dataset/group20085/20085/20085047_test.jpg
885,0,0,0,0,0,0,dataset/group20085/20085/20085047_temp.jpg
886,1,1,0,1,0,0,dataset/group20085/20085/20085086_test.jpg
887,0,0,0,0,0,0,dataset/group20085/20085/20085086_temp.jpg
888,1,1,0,1,1,1,dataset/group20085/20085/20085017_test.jpg
889,0,0,0,0,0,0,dataset/group20085/20085/20085017_temp.jpg
890,1,1,1,0,1,0,dataset/group20085/20085/20085280_test.jpg
891,0,0,0,0,0,0,dataset/group20085/20085/20085280_temp.jpg
892,1,1,1,1,1,1,dataset/group20085/20085/20085143_test.jpg
893,0,0,0,0,0,0,dataset/group20085/20085/20085143_temp.jpg
894,1,1,1,1,1,1,dataset/group20085/20085/20085241_test.jpg
895,0,0,0,0,0,0,dataset/group20085/20085/20085241_temp.jpg
896,1,1,1,0,1,0,dataset/group20085/20085/20085074_test.jpg
897,0,0,0,0,0,0,dataset/group20085/20085/20085074_temp.jpg
898,1,1,1,1,1,1,dataset/group20085/20085/20085225_test.jpg
899,0,0,0,0,0,0,dataset/group20085/20085/20085225_temp.jpg
900,1,1,1,1,1,1,dataset/group20085/20085/20085069_test.jpg
901,0,0,0,0,0,0,dataset/group20085/20085/20085069_temp.jpg
902,1,0,0,1,1,0,dataset/group20085/20085/20085324_test.jpg
903,0,0,0,0,0,0,dataset/group20085/20085/20085324_temp.jpg
904,1,1,1,1,0,1,dataset/group20085/20085/20085213_test.jpg
905,0,0,0,0,0,0,dataset/group20085/20085/20085213_temp.jpg
906,1,1,1,1,1,1,dataset/group20085/20085/20085240_test.jpg
907,0,0,0,0,0,0,dataset/group20085/20085/20085240_temp.jpg
908,1,0,1,1,1,1,dataset/group20085/20085/20085048_test.jpg
909,0,0,0,0,0,0,dataset/group20085/20085/20085048_temp.jpg
910,1,1,1,1,1,0,dataset/group20085/20085/20085261_test.jpg
911,0,0,0,0,0,0,dataset/group20085/20085/20085261_temp.jpg
912,1,1,1,1,1,0,dataset/group20085/20085/20085085_test.jpg
913,0,0,0,0,0,0,dataset/group20085/20085/20085085_temp.jpg
914,1,1,1,1,1,1,dataset/group20085/20085/20085193_test.jpg
915,0,0,0,0,0,0,dataset/group20085/20085/20085193_temp.jpg
916,1,1,1,1,1,1,dataset/group20085/20085/20085124_test.jpg
917,0,0,0,0,0,0,dataset/group20085/20085/20085124_temp.jpg
918,1,1,1,1,1,1,dataset/group20085/20085/20085205_test.jpg
919,0,0,0,0,0,0,dataset/group20085/20085/20085205_temp.jpg
920,1,1,1,0,1,1,dataset/group20085/20085/20085220_test.jpg
921,0,0,0,0,0,0,dataset/group20085/20085/20085220_temp.jpg
922,1,1,1,1,1,1,dataset/group20085/20085/20085288_test.jpg
923,0,0,0,0,0,0,dataset/group20085/20085/20085288_temp.jpg
924,1,1,1,1,1,1,dataset/group20085/20085/20085230_test.jpg
925,0,0,0,0,0,0,dataset/group20085/20085/20085230_temp.jpg
926,1,1,1,1,1,1,dataset/group20085/20085/20085016_test.jpg
927,0,0,0,0,0,0,dataset/group20085/20085/20085016_temp.jpg
928,1,1,1,1,1,1,dataset/group20085/20085/20085197_test.jpg
929,0,0,0,0,0,0,dataset/group20085/20085/20085197_temp.jpg
930,1,1,1,1,1,1,dataset/group20085/20085/20085210_test.jpg
931,0,0,0,0,0,0,dataset/group20085/20085/20085210_temp.jpg
932,1,1,1,1,0,0,dataset/group20085/20085/20085250_test.jpg
933,0,0,0,0,0,0,dataset/group20085/20085/20085250_temp.jpg
934,1,1,1,1,1,1,dataset/group20085/20085/20085100_test.jpg
935,0,0,0,0,0,0,dataset/group20085/20085/20085100_temp.jpg
936,1,1,1,1,1,1,dataset/group20085/20085/20085018_test.jpg
937,0,0,0,0,0,0,dataset/group20085/20085/20085018_temp.jpg
938,1,1,1,1,1,1,dataset/group20085/20085/20085223_test.jpg
939,0,0,0,0,0,0,dataset/group20085/20085/20085223_temp.jpg
940,1,1,1,1,1,1,dataset/group20085/20085/20085059_test.jpg
941,0,0,0,0,0,0,dataset/group20085/20085/20085059_temp.jpg
942,1,0,0,1,0,0,dataset/group20085/20085/20085052_test.jpg
943,0,0,0,0,0,0,dataset/group20085/20085/20085052_temp.jpg
944,1,1,1,1,0,0,dataset/group20085/20085/20085116_test.jpg
945,0,0,0,0,0,0,dataset/group20085/20085/20085116_temp.jpg
946,1,1,1,1,1,1,dataset/group20085/20085/20085025_test.jpg
947,0,0,0,0,0,0,dataset/group20085/20085/20085025_temp.jpg
948,1,1,1,1,1,1,dataset/group20085/20085/20085244_test.jpg
949,0,0,0,0,0,0,dataset/group20085/20085/20085244_temp.jpg
950,1,1,0,1,1,1,dataset/group20085/20085/20085057_test.jpg
951,0,0,0,0,0,0,dataset/group20085/20085/20085057_temp.jpg
952,1,1,1,1,0,1,dataset/group20085/20085/20085289_test.jpg
953,0,0,0,0,0,0,dataset/group20085/20085/20085289_temp.jpg
954,1,1,1,1,1,0,dataset/group20085/20085/20085117_test.jpg
955,0,0,0,0,0,0,dataset/group20085/20085/20085117_temp.jpg
956,1,1,1,1,1,1,dataset/group20085/20085/20085149_test.jpg
957,0,0,0,0,0,0,dataset/group20085/20085/20085149_temp.jpg
958,0,1,1,1,1,1,dataset/group20085/20085/20085270_test.jpg
959,0,0,0,0,0,0,dataset/group20085/20085/20085270_temp.jpg
960,1,1,1,0,0,0,dataset/group20085/20085/20085065_test.jpg
961,0,0,0,0,0,0,dataset/group20085/20085/20085065_temp.jpg
962,0,0,1,1,1,1,dataset/group20085/20085/20085007_test.jpg
963,0,0,0,0,0,0,dataset/group20085/20085/20085007_temp.jpg
964,1,1,1,1,1,1,dataset/group20085/20085/20085122_test.jpg
965,0,0,0,0,0,0,dataset/group20085/20085/20085122_temp.jpg
966,0,1,1,1,1,0,dataset/group20085/20085/20085039_test.jpg
967,0,0,0,0,0,0,dataset/group20085/20085/20085039_temp.jpg
968,1,1,1,0,1,1,dataset/group20085/20085/20085133_test.jpg
969,0,0,0,0,0,0,dataset/group20085/20085/20085133_temp.jpg
970,1,1,1,1,1,1,dataset/group20085/20085/20085301_test.jpg
971,0,0,0,0,0,0,dataset/group20085/20085/20085301_temp.jpg
972,1,1,0,1,1,1,dataset/group20085/20085/20085030_test.jpg
973,0,0,0,0,0,0,dataset/group20085/20085/20085030_temp.jpg
974,0,0,1,0,1,1,dataset/group20085/20085/20085161_test.jpg
975,0,0,0,0,0,0,dataset/group20085/20085/20085161_temp.jpg
976,1,1,1,1,1,1,dataset/group20085/20085/20085097_test.jpg
977,0,0,0,0,0,0,dataset/group20085/20085/20085097_temp.jpg
978,0,0,1,0,1,1,dataset/group20085/20085/20085008_test.jpg
979,0,0,0,0,0,0,dataset/group20085/20085/20085008_temp.jpg
980,1,1,1,1,0,1,dataset/group20085/20085/20085305_test.jpg
981,0,0,0,0,0,0,dataset/group20085/20085/20085305_temp.jpg
982,0,0,1,1,1,1,dataset/group20085/20085/20085321_test.jpg
983,0,0,0,0,0,0,dataset/group20085/20085/20085321_temp.jpg
984,1,1,1,1,1,0,dataset/group20085/20085/20085255_test.jpg
985,0,0,0,0,0,0,dataset/group20085/20085/20085255_temp.jpg
986,1,1,1,1,1,0,dataset/group20085/20085/20085125_test.jpg
987,0,0,0,0,0,0,dataset/group20085/20085/20085125_temp.jpg
988,1,1,1,0,0,0,dataset/group20085/20085/20085072_test.jpg
989,0,0,0,0,0,0,dataset/group20085/20085/20085072_temp.jpg
990,1,1,1,1,1,1,dataset/group20085/20085/20085217_test.jpg
991,0,0,0,0,0,0,dataset/group20085/20085/20085217_temp.jpg
992,1,1,1,1,1,1,dataset/group20085/20085/20085256_test.jpg
993,0,0,0,0,0,0,dataset/group20085/20085/20085256_temp.jpg
994,1,1,1,1,1,1,dataset/group20085/20085/20085233_test.jpg
995,0,0,0,0,0,0,dataset/group20085/20085/20085233_temp.jpg
996,1,1,1,0,1,1,dataset/group20085/20085/20085211_test.jpg
997,0,0,0,0,0,0,dataset/group20085/20085/20085211_temp.jpg
998,1,1,1,1,1,1,dataset/group20085/20085/20085147_test.jpg
999,0,0,0,0,0,0,dataset/group20085/20085/20085147_temp.jpg
1000,1,1,1,1,1,1,dataset/group20085/20085/20085107_test.jpg
1001,0,0,0,0,0,0,dataset/group20085/20085/20085107_temp.jpg
1002,1,1,1,1,1,1,dataset/group20085/20085/20085238_test.jpg
1003,0,0,0,0,0,0,dataset/group20085/20085/20085238_temp.jpg
1004,1,1,1,1,1,0,dataset/group20085/20085/20085272_test.jpg
1005,0,0,0,0,0,0,dataset/group20085/20085/20085272_temp.jpg
1006,1,1,1,1,1,1,dataset/group20085/20085/20085219_test.jpg
1007,0,0,0,0,0,0,dataset/group20085/20085/20085219_temp.jpg
1008,1,1,1,1,1,1,dataset/group20085/20085/20085202_test.jpg
1009,0,0,0,0,0,0,dataset/group20085/20085/20085202_temp.jpg
1010,1,1,1,1,1,1,dataset/group20085/20085/20085042_test.jpg
1011,0,0,0,0,0,0,dataset/group20085/20085/20085042_temp.jpg
1012,1,1,1,1,1,0,dataset/group20085/20085/20085118_test.jpg
1013,0,0,0,0,0,0,dataset/group20085/20085/20085118_temp.jpg
1014,1,1,0,1,1,1,dataset/group20085/20085/20085262_test.jpg
1015,0,0,0,0,0,0,dataset/group20085/20085/20085262_temp.jpg
1016,1,1,1,1,0,0,dataset/group20085/20085/20085154_test.jpg
1017,0,0,0,0,0,0,dataset/group20085/20085/20085154_temp.jpg
1018,1,0,1,1,1,1,dataset/group20085/20085/20085192_test.jpg
1019,0,0,0,0,0,0,dataset/group20085/20085/20085192_temp.jpg
1020,1,1,1,1,1,0,dataset/group20085/20085/20085188_test.jpg
1021,0,0,0,0,0,0,dataset/group20085/20085/20085188_temp.jpg
1022,1,1,0,1,0,0,dataset/group20085/20085/20085109_test.jpg
1023,0,0,0,0,0,0,dataset/group20085/20085/20085109_temp.jpg
1024,1,1,1,1,0,1,dataset/group20085/20085/20085259_test.jpg
1025,0,0,0,0,0,0,dataset/group20085/20085/20085259_temp.jpg
1026,0,0,1,1,1,1,dataset/group20085/20085/20085004_test.jpg
1027,0,0,0,0,0,0,dataset/group20085/20085/20085004_temp.jpg
1028,1,1,1,1,1,1,dataset/group20085/20085/20085206_test.jpg
1029,0,0,0,0,0,0,dataset/group20085/20085/20085206_temp.jpg
1030,1,1,1,1,1,1,dataset/group20085/20085/20085003_test.jpg
1031,0,0,0,0,0,0,dataset/group20085/20085/20085003_temp.jpg
1032,1,1,1,1,0,0,dataset/group20085/20085/20085089_test.jpg
1033,0,0,0,0,0,0,dataset/group20085/20085/20085089_temp.jpg
1034,1,1,1,1,1,1,dataset/group20085/20085/20085184_test.jpg
1035,0,0,0,0,0,0,dataset/group20085/20085/20085184_temp.jpg
1036,0,0,1,1,1,1,dataset/group20085/20085/20085001_test.jpg
1037,0,0,0,0,0,0,dataset/group20085/20085/20085001_temp.jpg
1038,0,1,0,0,0,0,dataset/group20085/20085/20085311_test.jpg
1039,0,0,0,0,0,0,dataset/group20085/20085/20085311_temp.jpg
1040,1,1,1,1,1,0,dataset/group20085/20085/20085246_test.jpg
1041,0,0,0,0,0,0,dataset/group20085/20085/20085246_temp.jpg
1042,1,1,1,1,1,0,dataset/group20085/20085/20085138_test.jpg
1043,0,0,0,0,0,0,dataset/group20085/20085/20085138_temp.jpg
1044,0,1,1,1,1,1,dataset/group20085/20085/20085208_test.jpg
1045,0,0,0,0,0,0,dataset/group20085/20085/20085208_temp.jpg
1046,1,1,1,0,1,1,dataset/group20085/20085/20085128_test.jpg
1047,0,0,0,0,0,0,dataset/group20085/20085/20085128_temp.jpg
1048,1,1,1,1,1,1,dataset/group20085/20085/20085111_test.jpg
1049,0,0,0,0,0,0,dataset/group20085/20085/20085111_temp.jpg
1050,1,1,1,1,1,0,dataset/group20085/20085/20085101_test.jpg
1051,0,0,0,0,0,0,dataset/group20085/20085/20085101_temp.jpg
1052,1,1,1,1,1,0,dataset/group20085/20085/20085273_test.jpg
1053,0,0,0,0,0,0,dataset/group20085/20085/20085273_temp.jpg
1054,0,1,1,0,1,1,dataset/group20085/20085/20085298_test.jpg
1055,0,0,0,0,0,0,dataset/group20085/20085/20085298_temp.jpg
1056,1,1,1,1,1,0,dataset/group20085/20085/20085114_test.jpg
1057,0,0,0,0,0,0,dataset/group20085/20085/20085114_temp.jpg
1058,0,1,1,1,1,1,dataset/group20085/20085/20085006_test.jpg
1059,0,0,0,0,0,0,dataset/group20085/20085/20085006_temp.jpg
1060,1,1,1,1,1,1,dataset/group20085/20085/20085080_test.jpg
1061,0,0,0,0,0,0,dataset/group20085/20085/20085080_temp.jpg
1062,1,1,1,1,1,1,dataset/group20085/20085/20085014_test.jpg
1063,0,0,0,0,0,0,dataset/group20085/20085/20085014_temp.jpg
1064,1,1,1,1,1,1,dataset/group20085/20085/20085228_test.jpg
1065,0,0,0,0,0,0,dataset/group20085/20085/20085228_temp.jpg
1066,0,0,1,1,0,0,dataset/group20085/20085/20085216_test.jpg
1067,0,0,0,0,0,0,dataset/group20085/20085/20085216_temp.jpg
1068,0,1,1,1,1,1,dataset/group20085/20085/20085199_test.jpg
1069,0,0,0,0,0,0,dataset/group20085/20085/20085199_temp.jpg
1070,1,1,1,1,1,1,dataset/group20085/20085/20085041_test.jpg
1071,0,0,0,0,0,0,dataset/group20085/20085/20085041_temp.jpg
1072,0,0,1,1,1,0,dataset/group20085/20085/20085163_test.jpg
1073,0,0,0,0,0,0,dataset/group20085/20085/20085163_temp.jpg
1074,1,1,1,1,0,1,dataset/group20085/20085/20085091_test.jpg
1075,0,0,0,0,0,0,dataset/group20085/20085/20085091_temp.jpg
1076,1,1,1,1,1,1,dataset/group20085/20085/20085186_test.jpg
1077,0,0,0,0,0,0,dataset/group20085/20085/20085186_temp.jpg
1078,1,1,1,1,1,1,dataset/group20085/20085/20085195_test.jpg
1079,0,0,0,0,0,0,dataset/group20085/20085/20085195_temp.jpg
1080,1,1,1,1,1,1,dataset/group20085/20085/20085178_test.jpg
1081,0,0,0,0,0,0,dataset/group20085/20085/20085178_temp.jpg
1082,1,1,0,1,1,1,dataset/group20085/20085/20085115_test.jpg
1083,0,0,0,0,0,0,dataset/group20085/20085/20085115_temp.jpg
1084,1,1,1,1,1,1,dataset/group20085/20085/20085236_test.jpg
1085,0,0,0,0,0,0,dataset/group20085/20085/20085236_temp.jpg
1086,1,1,0,1,1,1,dataset/group20085/20085/20085081_test.jpg
1087,0,0,0,0,0,0,dataset/group20085/20085/20085081_temp.jpg
1088,1,1,1,1,1,1,dataset/group20085/20085/20085051_test.jpg
1089,0,0,0,0,0,0,dataset/group20085/20085/20085051_temp.jpg
1090,1,1,1,1,1,0,dataset/group20085/20085/20085292_test.jpg
1091,0,0,0,0,0,0,dataset/group20085/20085/20085292_temp.jpg
1092,1,1,1,1,1,1,dataset/group20085/20085/20085046_test.jpg
1093,0,0,0,0,0,0,dataset/group20085/20085/20085046_temp.jpg
1094,1,1,1,0,1,0,dataset/group20085/20085/20085303_test.jpg
1095,0,0,0,0,0,0,dataset/group20085/20085/20085303_temp.jpg
1096,0,1,1,1,0,1,dataset/group20085/20085/20085009_test.jpg
1097,0,0,0,0,0,0,dataset/group20085/20085/20085009_temp.jpg
1098,1,0,1,1,1,1,dataset/group20085/20085/20085013_test.jpg
1099,0,0,0,0,0,0,dataset/group20085/20085/20085013_temp.jpg
1100,1,1,1,1,1,1,dataset/group20085/20085/20085221_test.jpg
1101,0,0,0,0,0,0,dataset/group20085/20085/20085221_temp.jpg
1102,1,0,1,1,1,1,dataset/group20085/20085/20085035_test.jpg
1103,0,0,0,0,0,0,dataset/group20085/20085/20085035_temp.jpg
1104,1,1,1,1,0,0,dataset/group20085/20085/20085055_test.jpg
1105,0,0,0,0,0,0,dataset/group20085/20085/20085055_temp.jpg
1106,1,1,1,0,1,1,dataset/group20085/20085/20085123_test.jpg
1107,0,0,0,0,0,0,dataset/group20085/20085/20085123_temp.jpg
1108,1,1,1,1,1,1,dataset/group20085/20085/20085291_test.jpg
1109,0,0,0,0,0,0,dataset/group20085/20085/20085291_temp.jpg
1110,1,1,1,0,1,1,dataset/group20085/20085/20085136_test.jpg
1111,0,0,0,0,0,0,dataset/group20085/20085/20085136_temp.jpg
1112,0,0,1,1,0,1,dataset/group20085/20085/20085164_test.jpg
1113,0,0,0,0,0,0,dataset/group20085/20085/20085164_temp.jpg
1114,1,1,1,1,0,1,dataset/group20085/20085/20085073_test.jpg
1115,0,0,0,0,0,0,dataset/group20085/20085/20085073_temp.jpg
1116,0,1,1,0,1,0,dataset/group20085/20085/20085269_test.jpg
1117,0,0,0,0,0,0,dataset/group20085/20085/20085269_temp.jpg
1118,1,1,1,1,1,1,dataset/group20085/20085/20085212_test.jpg
1119,0,0,0,0,0,0,dataset/group20085/20085/20085212_temp.jpg
1120,0,0,1,1,1,1,dataset/group20085/20085/20085313_test.jpg
1121,0,0,0,0,0,0,dataset/group20085/20085/20085313_temp.jpg
1122,1,1,1,1,1,0,dataset/group20085/20085/20085294_test.jpg
1123,0,0,0,0,0,0,dataset/group20085/20085/20085294_temp.jpg
1124,1,1,1,0,1,0,dataset/group20085/20085/20085306_test.jpg
1125,0,0,0,0,0,0,dataset/group20085/20085/20085306_temp.jpg
1126,1,1,1,1,1,1,dataset/group20085/20085/20085058_test.jpg
1127,0,0,0,0,0,0,dataset/group20085/20085/20085058_temp.jpg
1128,1,1,1,1,0,1,dataset/group20085/20085/20085146_test.jpg
1129,0,0,0,0,0,0,dataset/group20085/20085/20085146_temp.jpg
1130,1,1,1,1,1,1,dataset/group20085/20085/20085253_test.jpg
1131,0,0,0,0,0,0,dataset/group20085/20085/20085253_temp.jpg
1132,1,1,1,1,1,1,dataset/group20085/20085/20085265_test.jpg
1133,0,0,0,0,0,0,dataset/group20085/20085/20085265_temp.jpg
1134,0,0,0,1,1,1,dataset/group20085/20085/20085176_test.jpg
1135,0,0,0,0,0,0,dataset/group20085/20085/20085176_temp.jpg
1136,1,1,1,1,1,1,dataset/group20085/20085/20085278_test.jpg
1137,0,0,0,0,0,0,dataset/group20085/20085/20085278_temp.jpg
1138,1,1,0,1,1,0,dataset/group20085/20085/20085308_test.jpg
1139,0,0,0,0,0,0,dataset/group20085/20085/20085308_temp.jpg
1140,1,1,1,1,1,1,dataset/group20085/20085/20085201_test.jpg
1141,0,0,0,0,0,0,dataset/group20085/20085/20085201_temp.jpg
1142,1,1,1,1,1,0,dataset/group20085/20085/20085310_test.jpg
1143,0,0,0,0,0,0,dataset/group20085/20085/20085310_temp.jpg
1144,1,1,1,1,1,1,dataset/group20085/20085/20085012_test.jpg
1145,0,0,0,0,0,0,dataset/group20085/20085/20085012_temp.jpg
1146,1,1,1,1,1,1,dataset/group20085/20085/20085252_test.jpg
1147,0,0,0,0,0,0,dataset/group20085/20085/20085252_temp.jpg
1148,1,1,1,1,1,1,dataset/group20085/20085/20085061_test.jpg
1149,0,0,0,0,0,0,dataset/group20085/20085/20085061_temp.jpg
1150,1,1,1,1,1,1,dataset/group20085/20085/20085235_test.jpg
1151,0,0,0,0,0,0,dataset/group20085/20085/20085235_temp.jpg
1152,1,1,1,1,0,1,dataset/group20085/20085/20085105_test.jpg
1153,0,0,0,0,0,0,dataset/group20085/20085/20085105_temp.jpg
1154,1,0,1,1,1,1,dataset/group20085/20085/20085271_test.jpg
1155,0,0,0,0,0,0,dataset/group20085/20085/20085271_temp.jpg
1156,1,1,1,1,1,1,dataset/group20085/20085/20085215_test.jpg
1157,0,0,0,0,0,0,dataset/group20085/20085/20085215_temp.jpg
1158,1,1,0,1,1,0,dataset/group20085/20085/20085056_test.jpg
1159,0,0,0,0,0,0,dataset/group20085/20085/20085056_temp.jpg
1160,1,1,1,1,1,1,dataset/group20085/20085/20085028_test.jpg
1161,0,0,0,0,0,0,dataset/group20085/20085/20085028_temp.jpg
1162,1,1,1,1,1,1,dataset/group20085/20085/20085296_test.jpg
1163,0,0,0,0,0,0,dataset/group20085/20085/20085296_temp.jpg
1164,1,0,1,1,1,1,dataset/group20085/20085/20085179_test.jpg
1165,0,0,0,0,0,0,dataset/group20085/20085/20085179_temp.jpg
1166,1,1,0,1,0,0,dataset/group20085/20085/20085307_test.jpg
1167,0,0,0,0,0,0,dataset/group20085/20085/20085307_temp.jpg
1168,1,1,1,1,1,0,dataset/group20085/20085/20085247_test.jpg
1169,0,0,0,0,0,0,dataset/group20085/20085/20085247_temp.jpg
1170,1,1,1,1,1,1,dataset/group20085/20085/20085266_test.jpg
1171,0,0,0,0,0,0,dataset/group20085/20085/20085266_temp.jpg
1172,1,1,1,1,1,1,dataset/group20085/20085/20085121_test.jpg
